start_layer,start_idx,end_layer,end_idx,coeffs_x,coeffs_y,kappa,points_x,points_y,raceline
3,6,4,4,176.961 12.0512 3.07197 -2.02889,-161.111 -9.0908 4.66321 -3.08335,0
3,6,4,5,176.961 11.9823 1.65432 -1.08454,-161.111 -9.03882 2.35521 -1.54567,0
3,6,4,6,176.961 11.9563 0.107889 -0.0542545,-161.111 -9.01916 0.14392 -0.0723759,0
3,6,4,7,176.961 11.9733 -1.56814 1.06249,-161.111 -9.03205 -1.97001 1.3361,0
3,6,4,8,176.961 12.0334 -3.37321 2.26532,-161.111 -9.07734 -3.98697 2.68,0
3,7,4,5,176.42 12.0396 3.09557 -2.04165,-161.83 -9.10459 4.69455 -3.1003,0
3,7,4,6,176.42 11.9707 1.67781 -1.09723,-161.83 -9.05252 2.38636 -1.56252,0
3,7,4,7,176.42 11.9447 0.131331 -0.0669232,-161.83 -9.03284 0.174991 -0.089183,0
3,7,4,8,176.42 11.9618 -1.54467 1.04981,-161.83 -9.04574 -1.9389 1.31927,0
3,7,4,9,176.42 12.0217 -3.34963 2.25258,-161.83 -9.09111 -3.95569 2.66308,0
3,8,4,6,175.878 12.0279 3.11922 -2.05442,-162.549 -9.11837 4.72585 -3.11723,0
3,8,4,7,175.878 11.9591 1.70133 -1.10994,-162.549 -9.06622 2.41747 -1.57935,0
3,8,4,8,175.878 11.9331 0.154805 -0.0796077,-162.549 -9.0465 0.206033 -0.105975,0
3,8,4,9,175.878 11.9502 -1.52116 1.03711,-162.549 -9.05943 -1.90781 1.30245,0
3,9,4,7,175.337 12.0163 3.14289 -2.06721,-163.268 -9.13213 4.75712 -3.13415,0
3,9,4,8,175.337 11.9475 1.72488 -1.12266,-163.268 -9.07989 2.44855 -1.59617,0
3,9,4,9,175.337 11.9215 0.178311 -0.0923082,-163.268 -9.06014 0.237044 -0.122751,0
4,0,5,0,192.224 12.0222 0.00473947 -0.00473993,-165.749 -8.93837 0.00637113 -0.00637174,0
4,0,5,1,192.224 12.0386 -1.67122 1.11256,-165.749 -8.95054 -2.11195 1.40584,0
4,0,5,2,192.224 12.0981 -3.47482 2.31434,-165.749 -8.99481 -4.13147 2.75134,0
4,1,5,0,191.682 12.0491 1.55067 -1.03536,-166.467 -8.95837 2.22141 -1.48307,0
4,1,5,1,191.682 12.0222 0.0047408 -0.0047408,-166.467 -8.93831 0.00637292 -0.00637292,1
4,1,5,2,191.682 12.0385 -1.66937 1.11072,-166.467 -8.95048 -2.10947 1.40336,0
4,1,5,3,191.682 12.0981 -3.47297 2.31249,-166.467 -8.99475 -4.12898 2.74885,0
4,2,5,0,191.14 12.1172 2.97124 -1.98178,-167.186 -9.01294 4.53763 -3.02638,0
4,2,5,1,191.14 12.0472 1.55445 -1.03726,-167.186 -8.96085 2.2265 -1.48561,0
4,2,5,2,191.14 12.0202 0.0103623 -0.00847236,-167.186 -8.94079 0.0139296 -0.0113881,0
4,2,5,3,191.14 12.0365 -1.66374 1.10698,-167.186 -8.95296 -2.10191 1.39834,0
4,2,5,4,191.14 12.0961 -3.46731 2.30873,-167.186 -8.99724 -4.12137 2.74381,0
4,3,5,1,190.598 12.1152 2.97505 -1.98369,-167.904 -9.01544 4.54276 -3.02894,0
4,3,5,2,190.598 12.0452 1.56009 -1.041,-167.904 -8.96334 2.23408 -1.49064,0
4,3,5,3,190.598 12.0182 0.0159854 -0.0122049,-167.904 -8.94327 0.0214849 -0.0164024,0
4,3,5,4,190.598 12.0346 -1.65811 1.10324,-167.904 -8.95544 -2.09434 1.39332,0
4,3,5,5,190.598 12.0941 -3.46165 2.30497,-167.904 -8.99974 -4.11377 2.73876,0
4,4,5,2,190.055 12.1132 2.98072 -1.98745,-168.622 -9.01794 4.55037 -3.03399,0
4,4,5,3,190.055 12.0432 1.56573 -1.04474,-168.622 -8.96582 2.24165 -1.49567,0
4,4,5,4,190.055 12.0162 0.0216099 -0.0159385,-168.622 -8.94574 0.029039 -0.0214159,0
4,4,5,5,190.055 12.0326 -1.65248 1.0995,-168.622 -8.95792 -2.08678 1.3883,0
4,4,5,6,190.055 12.0921 -3.45599 2.30122,-168.622 -9.00223 -4.10617 2.73372,0
4,5,5,3,189.513 12.1112 2.98638 -1.99121,-169.341 -9.02044 4.55799 -3.03905,0
4,5,5,4,189.513 12.0412 1.57136 -1.04848,-169.341 -8.9683 2.24922 -1.50069,0
4,5,5,5,189.513 12.0143 0.0272359 -0.019673,-169.341 -8.94822 0.0365918 -0.0264285,0
4,5,5,6,189.513 12.0306 -1.64684 1.09576,-169.341 -8.9604 -2.07921 1.38328,0
4,5,5,7,189.513 12.0901 -3.45033 2.29746,-169.341 -9.00472 -4.09856 2.72867,0
4,6,5,4,188.971 12.1092 2.99205 -1.99498,-170.059 -9.02294 4.5656 -3.0441,0
4,6,5,5,188.971 12.0392 1.577 -1.05222,-170.059 -8.97079 2.25679 -1.50571,0
4,6,5,6,188.971 12.0123 0.0328635 -0.0234085,-170.059 -8.9507 0.0441433 -0.0314403,0
4,6,5,7,188.971 12.0286 -1.64121 1.09202,-170.059 -8.96289 -2.07165 1.37826,0
4,6,5,8,188.971 12.0881 -3.44467 2.2937,-170.059 -9.00722 -4.09097 2.72363,0
4,7,5,5,188.429 12.1072 2.99772 -1.99874,-170.777 -9.02543 4.57322 -3.04916,0
4,7,5,6,188.429 12.0373 1.58264 -1.05597,-170.777 -8.97327 2.26436 -1.51074,0
4,7,5,7,188.429 12.0103 0.0384925 -0.027145,-170.777 -8.95317 0.0516935 -0.0364512,0
4,7,5,8,188.429 12.0267 -1.63557 1.08828,-170.777 -8.96537 -2.06409 1.37325,0
4,7,5,9,188.429 12.0861 -3.439 2.28994,-170.777 -9.00971 -4.08337 2.71859,0
4,8,5,6,187.887 12.1052 3.0034 -2.00251,-171.496 -9.02793 4.58083 -3.05421,0
4,8,5,7,187.887 12.0353 1.58828 -1.05971,-171.496 -8.97575 2.27192 -1.51576,0
4,8,5,8,187.887 12.0083 0.0441231 -0.0308826,-171.496 -8.95565 0.0592425 -0.0414612,0
4,8,5,9,187.887 12.0247 -1.62993 1.08454,-171.496 -8.96784 -2.05653 1.36823,0
4,9,5,7,187.344 12.1033 3.00907 -2.00627,-172.214 -9.03043 4.58844 -3.05926,0
4,9,5,8,187.344 12.0333 1.59393 -1.06346,-172.214 -8.97823 2.27949 -1.52078,0
4,9,5,9,187.344 12.0064 0.0497551 -0.0346211,-172.214 -8.95813 0.0667901 -0.0464705,0
5,0,6,0,204.246 12.0383 -1.62782 1.06879,-174.687 -8.96026 -2.05168 1.34585,0
5,0,6,1,204.246 12.1001 -3.43215 2.27097,-174.687 -9.00625 -4.07005 2.69049,0
5,0,6,2,204.246 12.2044 -5.36369 3.55789,-174.687 -9.08384 -5.99332 3.97164,0
5,1,6,0,203.704 12.0216 0.0491815 -0.0491815,-175.406 -8.9478 0.0657003 -0.0657003,1
5,1,6,1,203.704 12.0403 -1.62596 1.06693,-175.406 -8.96169 -2.04922 1.34339,0
5,1,6,2,203.704 12.102 -3.43025 2.26908,-175.406 -9.00767 -4.06761 2.68803,0
5,2,6,0,203.162 12.0463 1.6001 -1.08255,-176.124 -8.97007 2.285 -1.54445,0
5,2,6,1,203.162 12.0217 0.0547154 -0.0528811,-176.124 -8.95171 0.0731051 -0.0706413,0
5,2,6,2,203.162 12.0403 -1.6204 1.06322,-176.124 -8.96559 -2.04181 1.33844,0
5,2,6,3,203.162 12.1021 -3.42464 2.26533,-176.124 -9.01158 -4.06018 2.68307,0
5,3,6,0,202.62 12.1141 3.02214 -2.03004,-176.842 -9.02439 4.60067 -3.08753,0
5,3,6,1,202.62 12.0464 1.60566 -1.08626,-176.842 -8.97397 2.29241 -1.5494,0
5,3,6,2,202.62 12.0218 0.0602524 -0.0565829,-176.842 -8.95561 0.0805109 -0.0755829,0
5,3,6,3,202.62 12.0404 -1.61485 1.0595,-176.842 -8.9695 -2.0344 1.3335,0
5,3,6,4,202.62 12.1021 -3.41903 2.26158,-176.842 -9.01549 -4.05275 2.67812,0
5,4,6,1,202.077 12.1141 3.02776 -2.0338,-177.56 -9.0283 4.6081 -3.09249,0
5,4,6,2,202.077 12.0465 1.61122 -1.08998,-177.56 -8.97788 2.29982 -1.55435,0
5,4,6,3,202.077 12.0218 0.0657933 -0.0602872,-177.56 -8.95952 0.0879187 -0.0805259,0
5,4,6,4,202.077 12.0405 -1.60929 1.05579,-177.56 -8.97341 -2.02699 1.32855,0
5,4,6,5,202.077 12.1022 -3.41341 2.25782,-177.56 -9.0194 -4.04532 2.67316,0
5,5,6,2,201.535 12.1142 3.03339 -2.03757,-178.279 -9.03221 4.61554 -3.09745,0
5,5,6,3,201.535 12.0465 1.61679 -1.0937,-178.279 -8.98179 2.30724 -1.55929,0
5,5,6,4,201.535 12.0219 0.0713371 -0.0639935,-178.279 -8.96342 0.0953272 -0.0854694,0
5,5,6,5,201.535 12.0406 -1.60373 1.05207,-178.279 -8.97732 -2.01958 1.32361,0
5,5,6,6,201.535 12.1022 -3.40779 2.25406,-178.279 -9.02332 -4.03789 2.6682,0
5,6,6,3,200.993 12.1142 3.03902 -2.04133,-178.997 -9.03613 4.62297 -3.10241,0
5,6,6,4,200.993 12.0466 1.62236 -1.09743,-178.997 -8.9857 2.31465 -1.56424,0
5,6,6,5,200.993 12.022 0.0768834 -0.0677014,-178.997 -8.96733 0.102736 -0.0904129,0
5,6,6,6,200.993 12.0406 -1.59816 1.04835,-178.997 -8.98122 -2.01216 1.31866,0
5,6,6,7,200.993 12.1023 -3.40217 2.2503,-178.997 -9.02723 -4.03046 2.66324,0
5,7,6,4,200.45 12.1143 3.04466 -2.0451,-179.715 -9.04004 4.6304 -3.10737,0
5,7,6,5,200.45 12.0467 1.62793 -1.10115,-179.715 -8.98961 2.32207 -1.56919,0
5,7,6,6,200.45 12.0221 0.0824347 -0.0714126,-179.715 -8.97124 0.110148 -0.0953587,0
5,7,6,7,200.45 12.0407 -1.5926 1.04462,-179.715 -8.98513 -2.00474 1.31371,0
5,7,6,8,200.45 12.1023 -3.39654 2.24654,-179.715 -9.03114 -4.02303 2.65828,0
