alpha_m,ax_racetraj_mps2,delta_s,kappa_racetraj_radpm,psi_racetraj_rad,s_racetraj_m,vx_racetraj_mps,width_left_m,width_right_m,x_bound_l,x_bound_r,x_normvec_m,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_normvec_m,y_raceline,y_ref_m
-0.188794,-11.7834,2.99788,-0.0019907,-0.459772,1520.27,28.8292,1.88665,10.0293,-232.752,-222.082,0.895437,-231.232,-231.063,95.5581,90.2532,-0.445189,94.8022,94.7182
-0.190902,-11.7376,2.99955,-0.0023852,-0.468527,1523.27,27.1485,1.93188,9.96031,-231.443,-220.833,0.892187,-229.889,-229.719,98.2692,92.8979,-0.451666,97.4828,97.3966
-0.19519,-11.2912,3.00173,-0.0025539,-0.473465,1526.27,26.2698,1.99256,9.86768,-230.124,-219.588,0.888412,-228.528,-228.354,100.98,95.5361,-0.459047,100.155,100.066
-0.2,-8.20948,3.00466,-0.0051706,-0.487363,1529.27,24.5649,2.09369,9.73969,-228.816,-218.353,0.884198,-227.142,-226.965,103.703,98.1752,-0.467113,102.818,102.725
-0.188019,-7.10911,3.00682,-0.0092718,-0.501805,1532.27,23.8874,2.22438,9.57714,-227.504,-217.13,0.879105,-225.714,-225.549,106.432,100.808,-0.476627,105.462,105.372
-0.129727,-5.77755,3.00014,-0.0136746,-0.548793,1535.28,22.7251,2.40148,9.37104,-226.181,-215.95,0.869091,-224.207,-224.094,109.187,103.364,-0.494652,108.063,107.999
-0.0379476,-5.25648,2.9846,-0.0156539,-0.578101,1538.28,22.2109,2.66733,9.09517,-224.836,-214.835,0.850275,-222.6,-222.568,111.981,105.79,-0.526339,110.597,110.577
0.0642597,-4.23675,2.96697,-0.0192434,-0.647918,1541.26,21.2883,3.0738,8.70892,-223.459,-213.783,0.821203,-220.882,-220.935,114.827,108.104,-0.570636,113.037,113.073
0.151264,-3.66238,2.95868,-0.0212339,-0.688392,1544.23,20.8866,3.68614,8.17438,-222.032,-212.784,0.77971,-219.04,-219.158,117.765,110.339,-0.62614,115.362,115.457
0.2,-1.45876,2.9727,-0.0257103,-0.781541,1547.19,20.2421,4.54885,7.45527,-220.491,-211.811,0.723108,-217.057,-217.202,120.838,112.546,-0.690735,117.557,117.695
0.2,-0.774783,2.99218,-0.0298117,-0.83706,1550.16,20.0975,5.64829,6.52299,-218.735,-210.765,0.654777,-214.905,-215.036,124.027,114.828,-0.755822,119.607,119.758
0.18656,-0.335879,3.00236,-0.0328666,-0.964002,1553.15,19.9827,6.858,5.4168,-216.654,-209.525,0.580774,-212.563,-212.671,127.202,117.209,-0.814065,121.467,121.619
0.182841,-0.334928,3.00284,-0.0330787,-1.02988,1556.16,19.949,7.9959,4.25964,-214.142,-207.999,0.501213,-210.042,-210.134,130.173,119.568,-0.865324,123.096,123.254
0.190193,-0.334901,2.99594,-0.0332474,-1.16271,1559.16,19.8813,8.95924,3.1975,-211.17,-206.124,0.415098,-207.372,-207.451,132.791,121.731,-0.909777,124.467,124.64
0.2,-0.328386,2.98693,-0.0329705,-1.22888,1562.16,19.8476,9.62345,2.41574,-207.741,-203.873,0.321267,-204.585,-204.649,134.866,123.465,-0.946989,125.563,125.753
0.2,-0.0325498,2.98022,-0.0342132,-1.36309,1565.14,19.8066,9.99447,2.01638,-203.977,-201.309,0.222134,-201.712,-201.756,136.315,124.604,-0.975016,126.375,126.57
0.197071,-0.0290147,2.97372,-0.0343408,-1.4316,1568.12,19.8033,10.2677,1.86449,-200.055,-198.575,0.121985,-198.778,-198.802,137.278,125.236,-0.992532,126.891,127.087
0.197097,0,2.96618,-0.0343034,-1.56884,1571.1,19.7949,10.4339,1.90557,-196.041,-195.777,0.0214088,-195.813,-195.818,137.733,125.396,-0.999771,127.104,127.301
0.2,0,2.95775,-0.034453,-1.63755,1574.06,19.7949,10.3792,2.1726,-192.008,-193.007,-0.0795958,-192.85,-192.834,137.561,125.049,-0.996827,127.015,127.215
0.2,1.22652,2.95239,-0.0311636,-1.77008,1577.02,19.8454,10.003,2.67012,-188.065,-190.367,-0.181697,-189.918,-189.882,136.663,124.2,-0.983355,126.629,126.826
0.171421,2.33693,2.96276,-0.0279955,-1.82925,1579.97,19.9686,9.29421,3.41484,-184.379,-187.954,-0.281299,-187.041,-186.993,135.055,122.859,-0.95962,125.972,126.136
0.0970039,2.76558,2.98655,-0.0256513,-1.93599,1582.94,20.4567,8.33246,4.32222,-181.11,-185.776,-0.368711,-184.218,-184.182,132.911,121.148,-0.929544,125.075,125.165
-0.0014525,2.94723,3.00977,-0.0245679,-1.98621,1585.92,20.7252,7.2651,5.28397,-178.252,-183.779,-0.440408,-181.451,-181.452,130.475,119.209,-0.897798,123.954,123.953
-0.0976376,3.46452,3.02296,-0.0220999,-2.07966,1588.93,21.3095,6.2356,6.17197,-175.692,-181.877,-0.498476,-178.752,-178.801,127.944,117.188,-0.866904,122.623,122.539
-0.168725,3.78946,3.021,-0.0207512,-2.12247,1591.95,21.6322,5.29963,6.96688,-173.347,-180.02,-0.544063,-176.138,-176.23,125.411,115.118,-0.839044,121.106,120.964
-0.2,4.9,3.01213,-0.0161247,-2.19658,1594.98,22.3897,4.54191,7.68967,-171.105,-178.201,-0.580145,-173.624,-173.74,122.968,113.005,-0.814513,119.432,119.269
-0.2,4.9,3.00608,-0.0135741,-2.22628,1597.99,22.8231,3.9352,8.30655,-168.923,-176.403,-0.611067,-171.205,-171.327,120.594,110.903,-0.791579,117.637,117.479
-0.189192,4.9,3.00223,-0.0108131,-2.27453,1600.99,23.6662,3.46165,8.79204,-166.776,-174.6,-0.638441,-168.866,-168.986,118.268,108.837,-0.769671,115.749,115.604
-0.176675,4.89617,2.99978,-0.0097047,-2.29505,1604,24.0766,3.10798,9.17572,-164.653,-172.787,-0.662167,-166.594,-166.711,115.983,106.778,-0.749356,113.787,113.654
-0.166601,4.85625,2.99779,-0.0075502,-2.32952,1607,24.8749,2.83642,9.47449,-162.559,-170.961,-0.682513,-164.381,-164.495,113.713,104.715,-0.730874,111.762,111.64
-0.162269,4.83689,2.99604,-0.0065013,-2.34357,1609.99,25.2623,2.6282,9.69552,-160.493,-169.115,-0.699624,-162.218,-162.332,111.448,102.642,-0.714511,109.686,109.57
-0.165421,4.79924,2.99552,-0.0048041,-2.36611,1612.99,26.0153,2.48337,9.84439,-158.443,-167.237,-0.713315,-160.096,-160.214,109.195,100.555,-0.700843,107.571,107.455
-0.173829,4.78092,2.99577,-0.0039698,-2.37488,1615.99,26.3815,2.36757,9.94402,-156.42,-165.327,-0.723451,-158.008,-158.133,106.938,98.4386,-0.690376,105.424,105.304
-0.184476,4.74524,2.99616,-0.0023023,-2.38741,1618.98,27.0953,2.25975,10.0181,-154.428,-163.393,-0.730205,-155.943,-156.078,104.671,96.2821,-0.683228,103.253,103.127
-0.194327,4.72784,2.99642,-0.0014867,-2.3912,1621.98,27.4432,2.15814,10.0547,-152.455,-161.414,-0.733642,-153.895,-154.038,102.4,94.1012,-0.679536,101.066,100.934
-0.2,4.69387,2.99682,-1.07e-05,-2.39416,1624.97,28.1225,2.04752,10.0782,-150.5,-159.4,-0.733943,-151.856,-152.003,100.125,91.8891,-0.679211,98.8701,98.7343
-0.2,4.67729,2.99722,0.0006994,-2.39347,1627.97,28.4543,1.96978,10.0803,-148.522,-157.349,-0.732498,-149.819,-149.965,97.8775,89.6741,-0.680769,96.6726,96.5365
-0.198661,4.64484,2.99727,0.0013026,-2.38932,1630.97,29.1031,1.91402,10.0735,-146.523,-155.279,-0.730406,-147.776,-147.921,95.6508,87.4632,-0.683013,94.4792,94.3435
-0.19744,4.62897,2.99703,0.0015458,-2.38647,1633.96,29.4205,1.85862,10.0624,-144.517,-153.19,-0.727583,-145.725,-145.869,93.4328,85.2547,-0.68602,92.2932,92.1578
-0.196559,4.5979,2.99655,0.0020217,-2.37933,1636.96,30.0421,1.84274,10.0104,-142.473,-151.055,-0.724039,-143.665,-143.807,91.2526,83.0768,-0.689759,90.1171,89.9816
-0.196122,4.58267,2.99586,0.0022596,-2.37505,1639.96,30.3466,1.86749,9.93297,-140.389,-148.882,-0.719756,-141.592,-141.733,89.1138,80.9216,-0.694227,87.9535,87.8173
-0.196217,4.55282,2.99503,0.0027326,-2.36507,1642.95,30.9436,1.93989,9.84081,-138.258,-146.678,-0.71472,-139.504,-139.644,87.0241,78.7846,-0.699411,85.8046,85.6674
-0.196908,4.53818,2.99413,0.0029692,-2.35937,1645.95,31.2364,2.07003,9.74987,-136.072,-144.452,-0.708914,-137.4,-137.54,84.9941,76.6576,-0.705295,83.673,83.5341
-0.19824,4.50944,2.99325,0.003402,-2.34657,1648.94,31.8112,2.25386,9.64081,-133.834,-142.188,-0.702316,-135.278,-135.417,83.0243,74.5569,-0.711865,81.561,81.4199
-0.2,4.5,2.99246,0.0035398,-2.33963,1651.94,32.0934,2.45473,9.48471,-131.568,-139.865,-0.694921,-133.135,-133.274,81.0923,72.5068,-0.719086,79.4709,79.3271
-0.2,4.5,2.99204,0.002921,-2.32662,1654.93,32.6494,2.65132,9.27405,-129.288,-137.477,-0.686643,-130.972,-131.109,79.1856,70.516,-0.726994,77.4035,77.2581
-0.191655,4.5,2.99234,0.0026439,-2.32106,1657.92,32.9238,2.83405,9.01903,-126.999,-135.032,-0.67777,-128.79,-128.92,77.2991,68.5838,-0.735274,75.3562,75.2153
-0.171375,4.5,2.99317,0.0025928,-2.31063,1660.91,33.4659,2.99847,8.76686,-124.699,-132.573,-0.669179,-126.591,-126.706,75.427,66.6842,-0.743101,73.3262,73.1988
-0.141184,4.5,2.99422,0.0025406,-2.3055,1663.91,33.7337,3.16971,8.5327,-122.374,-130.112,-0.661276,-124.377,-124.47,73.5846,64.8061,-0.750143,71.3127,71.2068
-0.103426,4.5,2.99537,0.0024653,-2.29549,1666.9,34.263,3.35529,8.30519,-120.019,-127.645,-0.654011,-122.146,-122.213,71.7755,62.9545,-0.756485,69.3155,69.2372
-0.0604574,4.5,2.99649,0.0024255,-2.2906,1669.9,34.5247,3.53529,8.09807,-117.65,-125.181,-0.647423,-119.899,-119.939,69.9824,61.1162,-0.762131,67.3341,67.288
-0.0146383,4.5,2.99747,0.0023467,-2.28106,1672.89,35.042,3.68994,7.90919,-115.28,-122.721,-0.641523,-117.638,-117.647,68.1876,59.2899,-0.767104,65.3683,65.3571
0.0316768,4.5,2.99824,0.0023066,-2.27641,1675.89,35.2979,3.81987,7.74946,-112.911,-120.273,-0.636325,-115.362,-115.342,66.3891,57.4643,-0.771421,63.4179,63.4423
0.0761438,4.5,2.99872,0.002225,-2.26734,1678.89,35.8041,3.94816,7.61868,-110.529,-117.837,-0.631841,-113.072,-113.024,64.602,55.6366,-0.775098,61.4828,61.5418
0.116432,4.49319,2.9989,0.0021826,-2.26294,1681.89,36.0545,4.0445,7.52324,-108.155,-115.42,-0.628078,-110.768,-110.695,62.8006,53.7992,-0.77815,59.5628,59.6534
0.150225,4.43153,2.99875,0.002099,-2.25437,1684.89,36.5478,4.11891,7.43504,-105.784,-113.006,-0.625053,-108.452,-108.358,60.9901,51.9713,-0.780582,57.6577,57.775
0.175222,4.40132,2.99844,0.002041,-2.25023,1687.88,36.7894,4.18596,7.35966,-103.408,-110.598,-0.622744,-106.124,-106.015,59.1798,50.1462,-0.782426,55.7675,55.9046
0.190294,4.3421,2.9982,0.0015881,-2.24293,1690.88,37.2632,4.24606,7.29237,-101.031,-108.194,-0.620799,-103.785,-103.667,57.3694,48.3236,-0.78397,53.8914,54.0406
0.197631,4.31307,2.99799,0.0013609,-2.23998,1693.88,37.4955,4.31303,7.22208,-98.6452,-105.785,-0.61892,-101.437,-101.315,55.5701,46.5098,-0.785454,52.0272,52.1825
0.2,4.2561,2.9978,0.0009295,-2.23544,1696.88,37.9512,4.37616,7.16793,-96.2574,-103.382,-0.617128,-99.0815,-98.9581,53.7734,44.6897,-0.786863,50.1726,50.3299
0.2,4.22815,2.99763,0.0007565,-2.23375,1699.88,38.1748,4.43198,7.13748,-93.87,-100.99,-0.615416,-96.7206,-96.5975,51.9761,42.857,-0.788202,48.3251,48.4828
0.199484,4.17328,2.99748,0.0006471,-2.23099,1702.87,38.6137,4.47795,7.12517,-91.4847,-98.6065,-0.613788,-94.3556,-94.2332,50.1759,41.0156,-0.789471,46.4832,46.6407
0.199036,4.14634,2.99735,0.0006238,-2.22972,1705.87,38.8292,4.51233,7.10028,-89.1026,-96.2124,-0.612242,-91.9871,-91.8653,48.3712,39.1895,-0.79067,44.6461,44.8034
0.198711,4.09342,2.99724,0.0005772,-2.22732,1708.87,39.2526,4.52414,7.08172,-86.7307,-93.8193,-0.61078,-89.6153,-89.4939,46.553,37.3635,-0.7918,42.8134,42.9708
0.198497,4.06743,2.99714,0.0005539,-2.22619,1711.87,39.4606,4.52836,7.05065,-84.3598,-91.4161,-0.609403,-87.2403,-87.1194,44.7328,35.5522,-0.792861,40.985,41.1424
0.198383,4.01633,2.99706,0.0005074,-2.22407,1714.86,39.8694,4.54932,7.03332,-81.9753,-89.0188,-0.608109,-84.8625,-84.7418,42.9296,33.7347,-0.793853,39.1606,39.3181
0.198357,3.99121,2.99698,0.0004842,-2.22307,1717.86,40.0703,4.58345,7.01132,-79.5797,-86.6166,-0.6069,-82.4818,-82.3614,41.1404,31.9251,-0.794778,37.3399,37.4976
0.198405,3.94182,2.99692,0.0004378,-2.22123,1720.86,40.4654,4.60679,6.99325,-77.1877,-84.2148,-0.605777,-80.0986,-79.9784,39.3459,30.1165,-0.795635,35.5227,35.6806
0.198514,3.91753,2.99687,0.0004146,-2.22038,1723.86,40.6597,4.60712,6.99901,-74.8069,-81.8255,-0.604738,-77.713,-77.593,37.5361,28.2927,-0.796424,33.7087,33.8668
0.198673,3.86974,2.99682,0.0003682,-2.21881,1726.85,41.0421,4.60927,7.01144,-72.4223,-79.4387,-0.603785,-75.3252,-75.2053,35.7304,26.467,-0.797147,31.8978,32.0561
0.198866,3.84623,2.99678,0.000345,-2.2181,1729.85,41.2302,4.60459,7.02816,-70.0394,-77.053,-0.602918,-72.9355,-72.8156,33.9217,24.641,-0.797803,30.0895,30.2481
0.199081,3.79994,2.99674,0.0002986,-2.21681,1732.85,41.6005,4.60445,7.03856,-67.6515,-74.6622,-0.602137,-70.5438,-70.424,32.1188,22.8231,-0.798392,28.2837,28.4426
0.199304,3.77716,2.99671,0.0002754,-2.21624,1735.84,41.7827,4.60105,7.04353,-65.2635,-72.267,-0.601443,-68.1506,-68.0307,30.3152,21.0122,-0.798916,26.4801,26.6393
0.199522,3.7323,2.99668,0.0002291,-2.21523,1738.84,42.1416,4.60402,7.06423,-62.8698,-69.8805,-0.600835,-65.7559,-65.636,28.5184,19.1911,-0.799373,24.6785,24.838
0.199721,3.71021,2.99666,0.000206,-2.2148,1741.84,42.3183,4.60608,7.0852,-60.475,-67.4934,-0.600313,-63.36,-63.2401,26.7222,17.3719,-0.799765,22.8787,23.0384
0.199886,3.66669,2.99664,0.0001605,-2.21407,1744.83,42.6665,4.60157,7.10714,-58.0826,-65.1064,-0.599878,-60.9629,-60.843,24.9219,15.5538,-0.800092,21.0803,21.2402
0.2,3.64525,2.99662,0.0001416,-2.21376,1747.83,42.838,4.58812,7.12655,-55.6944,-62.7177,-0.599532,-58.565,-58.4451,23.1153,13.7394,-0.800351,19.2831,19.4432
0.2,3.60301,2.99662,0.0001115,-2.21326,1750.83,43.1759,4.57392,7.14682,-53.3055,-60.3293,-0.599259,-56.1663,-56.0465,21.3087,11.9257,-0.800555,17.487,17.6471
0.199904,3.58219,2.99662,0.0001023,-2.21305,1753.82,43.3425,4.56293,7.17457,-50.9141,-57.945,-0.599013,-53.7671,-53.6473,19.5054,10.1068,-0.80074,15.6917,15.8517
0.199801,3.54115,2.99662,9.92e-05,-2.21265,1756.82,43.6708,4.55274,7.19788,-48.5215,-55.5574,-0.598769,-51.3672,-51.2476,17.7035,8.29218,-0.800922,13.8971,14.0571
0.199704,3.52092,2.99662,9.74e-05,-2.21245,1759.82,43.8326,4.54237,7.22487,-46.1285,-53.1716,-0.598531,-48.9668,-48.8473,15.9021,6.47539,-0.801099,12.1032,12.2632
0.199611,3.47343,2.99662,9.42e-05,-2.21207,1762.81,44.1518,4.52373,7.22207,-43.7399,-50.7674,-0.598299,-46.5659,-46.4465,14.0948,4.6832,-0.801273,10.3101,10.47
0.199523,3.44596,2.99662,9.26e-05,-2.21188,1765.81,44.3088,4.4781,7.23018,-41.3669,-48.3693,-0.598073,-44.1645,-44.0452,12.2665,2.88298,-0.801441,8.51764,8.67754
0.19944,3.39193,2.99663,8.93e-05,-2.21152,1768.81,44.6175,4.45469,7.24047,-38.9801,-45.9721,-0.597853,-41.7626,-41.6433,10.4566,1.0817,-0.801606,6.72583,6.88571
0.199361,3.36537,2.99663,8.77e-05,-2.21134,1771.8,44.7693,4.41597,7.26991,-36.6019,-43.5858,-0.597639,-39.3602,-39.241,8.63509,-0.734248,-0.801766,4.93468,5.09452
0.199287,3.31314,2.99663,8.45e-05,-2.211,1774.8,45.0677,4.39504,7.30215,-34.2125,-41.2008,-0.59743,-36.9573,-36.8382,6.82844,-2.55179,-0.801921,3.14415,3.30396
0.199217,3.28746,2.99663,8.29e-05,-2.21083,1777.8,45.2145,4.35323,7.32836,-31.8351,-38.8117,-0.597227,-34.554,-34.435,5.00562,-4.36385,-0.802072,1.35423,1.51402
0.199152,3.23694,2.99664,7.96e-05,-2.2105,1780.79,45.5032,4.32365,7.34369,-29.45,-36.4157,-0.59703,-32.1502,-32.0313,3.19319,-6.16657,-0.802219,-0.435087,-0.275324
0.19909,3.21208,2.99664,7.8e-05,-2.21035,1783.79,45.6452,4.28324,7.35247,-27.0708,-34.0154,-0.596839,-29.746,-29.6272,1.37261,-7.96342,-0.802361,-2.22383,-2.06409
0.199033,3.16317,2.99664,7.48e-05,-2.21004,1786.79,45.9247,4.26632,7.35211,-24.6771,-31.6093,-0.596654,-27.3414,-27.2226,-0.428581,-9.75235,-0.802499,-4.01202,-3.8523
0.19898,3.13911,2.99665,7.31e-05,-2.20989,1789.78,46.0622,4.2422,7.34897,-22.2873,-29.2011,-0.596474,-24.9363,-24.8176,-2.23503,-11.5385,-0.802632,-5.79966,-5.63996
0.19893,3.09173,2.99665,6.99e-05,-2.20961,1792.78,46.333,4.21947,7.35412,-19.8962,-26.7975,-0.5963,-22.5309,-22.4123,-4.03986,-13.3307,-0.802761,-7.58678,-7.42709
0.198884,3.06842,2.99665,6.83e-05,-2.20947,1795.78,46.4662,4.18841,7.37665,-17.5097,-24.404,-0.596133,-20.1251,-20.0065,-5.8509,-15.1363,-0.802886,-9.3734,-9.21372
0.198843,3.02251,2.99666,6.5e-05,-2.2092,1798.77,46.7285,4.15017,7.42173,-15.127,-22.0235,-0.595971,-17.7189,-17.6004,-7.66724,-16.9595,-0.803006,-11.1595,-10.9999
0.198804,2.9999,2.99666,6.34e-05,-2.20907,1801.77,46.8577,4.11435,7.46134,-12.7425,-19.6395,-0.595814,-15.3124,-15.1939,-9.48118,-18.7779,-0.803122,-12.9452,-12.7855
0.198769,2.95539,2.99666,6.02e-05,-2.20883,1804.77,47.1121,4.07503,7.51038,-10.3598,-17.2608,-0.595664,-12.9055,-12.7871,-11.2975,-20.6033,-0.803234,-14.7304,-14.5707
0.198738,2.93346,2.99667,5.86e-05,-2.20871,1807.76,47.2373,4.0316,7.54015,-7.97906,-14.8703,-0.595519,-10.4983,-10.38,-13.1167,-22.4128,-0.803341,-16.5151,-16.3555
0.19871,2.89028,2.99667,5.53e-05,-2.20848,1810.76,47.4841,3.98828,7.59076,-5.59794,-12.4919,-0.595381,-8.09079,-7.97248,-14.9355,-24.2386,-0.803444,-18.2995,-18.1398
0.198685,2.86901,2.99667,5.37e-05,-2.20837,1813.76,47.6057,3.95262,7.63422,-3.21192,-10.109,-0.595248,-5.68297,-5.56471,-16.7477,-26.0582,-0.803542,-20.0834,-19.9238
0.198664,2.82709,2.99668,5.05e-05,-2.20816,1816.75,47.8452,3.92594,7.67674,-0.820228,-7.72523,-0.595121,-3.27487,-3.15664,-18.5523,-27.8766,-0.803636,-21.867,-21.7073
0.198645,2.80644,2.99668,4.89e-05,-2.20806,1819.75,47.9632,3.90221,7.70545,1.57352,-5.33303,-0.595,-0.866484,-0.74829,-20.3542,-29.6836,-0.803726,-23.6502,-23.4905
0.19863,2.77062,2.99668,4.56e-05,-2.20788,1822.75,48.1959,3.88136,7.75298,3.96929,-2.9518,-0.594885,1.54216,1.66032,-22.1535,-31.5053,-0.803811,-25.433,-25.2733
0.198617,2.7534,2.99669,4.4e-05,-2.20779,1825.74,48.3107,3.85875,7.78521,6.36428,-0.561258,-0.594775,3.95106,4.06919,-23.9538,-33.3143,-0.803892,-27.2155,-27.0558
0.198607,2.71939,2.99669,4.08e-05,-2.20762,1828.74,48.5374,3.8231,7.81266,8.75179,1.83233,-0.594672,6.36019,6.4783,-25.7644,-35.1191,-0.803968,-28.9977,-28.838
0.1986,2.70261,2.99669,3.91e-05,-2.20754,1831.74,48.6493,3.78271,7.90509,11.1367,4.18747,-0.594574,8.76955,8.88763,-27.5784,-36.9759,-0.804041,-30.7796,-30.6199
0.198596,2.66946,2.99669,3.59e-05,-2.20739,1834.73,48.8702,3.70852,7.93619,13.5018,6.57925,-0.594482,11.1791,11.2972,-29.4194,-38.7831,-0.804109,-32.5612,-32.4015
0.198594,2.6531,2.9967,3.43e-05,-2.20732,1837.73,48.9793,3.67778,7.96522,15.893,8.97243,-0.594396,13.5889,13.7069,-31.2253,-40.5882,-0.804172,-34.3425,-34.1828
0.198594,2.62078,2.9967,3.11e-05,-2.20719,1840.73,49.1948,3.65229,7.97636,18.2875,11.3764,-0.594316,15.9988,16.1169,-33.0267,-42.3788,-0.804231,-36.1237,-35.9639
0.198597,2.60481,2.9967,2.94e-05,-2.20712,1843.72,49.3012,3.61624,7.98837,20.6759,13.7799,-0.594242,18.409,18.527,-34.8363,-44.1697,-0.804286,-37.9045,-37.7448
0.198603,2.57328,2.9967,2.62e-05,-2.20701,1846.72,49.5114,3.58356,8.01544,23.0665,16.1747,-0.594174,20.8192,20.9372,-36.6431,-45.9726,-0.804337,-39.6852,-39.5255
0.19861,2.55771,2.99671,2.46e-05,-2.20696,1849.72,49.6153,3.55309,8.02626,25.4586,18.5792,-0.594111,23.2297,23.3477,-38.4479,-47.7621,-0.804383,-41.4657,-41.3059
0.19862,2.52695,2.99671,2.13e-05,-2.20687,1852.71,49.8204,3.52862,8.04238,27.8544,20.9806,-0.594055,25.6402,25.7582,-40.2477,-49.5557,-0.804425,-43.246,-43.0862
