 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
-0.186093,0.288965,1.01e-05,0.98749,323.858,59.2294,2.12027,11.7147,0.55009,0.835106,130.684,2.9985,-272.207,-264.597,-271.143,-271.041,128.914,140.467,130.529
-0.183504,0.2817,9.7e-06,0.98753,326.856,59.2488,1.81996,11.7475,0.550015,0.835155,132.334,2.9985,-274.546,-267.084,-273.646,-273.545,130.814,142.145,132.18
-0.180742,0.278137,9.5e-06,0.987549,329.855,59.2583,1.85328,11.7586,0.549945,0.835201,133.983,2.99851,-277.068,-269.583,-276.149,-276.049,132.435,143.803,133.832
-0.177819,0.271147,9.1e-06,0.987586,332.853,59.2769,2.20194,11.773,0.549878,0.835245,135.632,2.99851,-279.764,-272.08,-278.651,-278.554,133.792,145.465,135.483
-0.174747,0.267719,8.9e-06,0.987604,335.852,59.2861,2.50463,11.7677,0.549816,0.835286,137.28,2.99851,-282.435,-274.588,-281.154,-281.058,135.188,147.11,137.134
-0.171537,0.260994,8.5e-06,0.987638,338.85,59.304,2.41601,11.7611,0.549757,0.835325,138.929,2.99852,-284.891,-277.097,-283.657,-283.563,136.911,148.753,138.786
-0.168201,0.257696,8.2e-06,0.987655,341.849,59.3128,2.27262,11.7345,0.549703,0.83536,140.577,2.99852,-287.317,-279.617,-286.16,-286.068,138.679,150.38,140.437
-0.16475,0.251226,7.8e-06,0.987687,344.847,59.3301,2.43415,11.7251,0.549652,0.835394,142.225,2.99853,-289.911,-282.128,-288.663,-288.573,140.192,152.02,142.088
-0.161196,0.248053,7.6e-06,0.987703,347.846,59.3385,2.4496,11.7099,0.549605,0.835425,143.874,2.99853,-292.424,-284.642,-291.166,-291.078,141.827,153.656,143.739
-0.15755,0.241827,7.2e-06,0.987732,350.844,59.3551,2.35624,11.7152,0.549563,0.835453,145.521,2.99854,-294.878,-287.144,-293.669,-293.583,143.553,155.309,145.39
-0.153824,0.238774,7e-06,0.987747,353.843,59.3633,2.30291,11.7195,0.549524,0.835478,147.169,2.99855,-297.353,-289.648,-296.172,-296.088,145.245,156.961,147.041
-0.150029,0.232784,6.6e-06,0.987774,356.841,59.3792,2.24166,11.7325,0.549489,0.835501,148.817,2.99856,-299.825,-292.146,-298.676,-298.593,146.944,158.62,148.692
-0.146176,0.229846,6.4e-06,0.987787,359.84,59.3871,2.19986,11.7407,0.549458,0.835521,150.465,2.99856,-302.307,-294.647,-301.179,-301.099,148.627,160.274,150.343
-0.142278,0.224082,6e-06,0.987812,362.839,59.4024,2.21495,11.752,0.549431,0.835539,152.112,2.99857,-304.821,-297.147,-303.682,-303.604,150.262,161.931,151.993
-0.138346,0.221255,5.8e-06,0.987824,365.837,59.41,2.24943,11.7605,0.549409,0.835554,153.76,2.99858,-307.345,-299.648,-306.185,-306.109,151.88,163.586,153.644
-0.13439,0.215708,5.4e-06,0.987846,368.836,59.4248,2.30388,11.7642,0.54939,0.835566,155.407,2.99859,-309.881,-302.152,-308.689,-308.615,153.482,165.237,155.295
-0.130424,0.212988,5.2e-06,0.987857,371.834,59.432,2.31672,11.7707,0.549375,0.835576,157.054,2.99861,-312.393,-304.654,-311.192,-311.12,155.119,166.89,156.946
-0.126458,0.207651,4.8e-06,0.987877,374.833,59.4463,2.32777,11.7624,0.549364,0.835583,158.702,2.99862,-314.905,-307.164,-313.695,-313.626,156.757,168.53,158.596
-0.122503,0.205033,4.6e-06,0.987886,377.832,59.4532,2.3209,11.7811,0.549357,0.835588,160.349,2.99863,-317.407,-309.66,-316.199,-316.132,158.41,170.193,160.247
-0.118572,0.199897,4.2e-06,0.987903,380.83,59.4669,2.33072,11.804,0.549354,0.83559,161.996,2.99864,-319.918,-312.153,-318.702,-318.637,160.049,171.86,161.897
-0.114675,0.197378,4e-06,0.987912,383.829,59.4737,2.33906,11.8357,0.549355,0.835589,163.644,2.99866,-322.428,-314.641,-321.206,-321.143,161.689,173.534,163.548
-0.110825,0.192435,3.6e-06,0.987927,386.827,59.4868,2.33731,11.8508,0.54936,0.835586,165.291,2.99867,-324.932,-317.138,-323.709,-323.648,163.338,175.193,165.198
-0.107032,0.190011,3.4e-06,0.987934,389.826,59.4933,2.32877,11.8425,0.549369,0.83558,166.938,2.99868,-327.433,-319.648,-326.213,-326.154,164.993,176.834,166.849
-0.103309,0.185254,3e-06,0.987946,392.825,59.506,2.30754,11.8353,0.549382,0.835572,168.586,2.9987,-329.927,-322.158,-328.716,-328.66,166.658,178.475,168.5
-0.099666,0.182921,2.7e-06,0.987952,395.824,59.5122,2.28105,11.8386,0.549399,0.835561,170.233,2.99872,-332.419,-324.661,-331.22,-331.165,168.327,180.125,170.15
-0.0961154,0.178343,2.3e-06,0.987962,398.822,59.5244,2.26298,11.8425,0.549419,0.835547,171.881,2.99873,-334.914,-327.164,-333.724,-333.671,169.99,181.776,171.801
-0.0926685,0.176098,2.1e-06,0.987966,401.821,59.5304,2.2615,11.8622,0.549444,0.83553,173.528,2.99875,-337.419,-329.659,-336.227,-336.176,171.639,183.44,173.451
-0.0893369,0.171692,1.7e-06,0.987974,404.82,59.5422,2.24651,11.8953,0.549473,0.835512,175.176,2.99877,-339.916,-332.146,-338.731,-338.682,173.299,185.115,175.101
