 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
-0.16012,2.03414,0.0028126,2.64734,176.921,52.9478,7.52393,4.30739,-0.875661,0.482927,-2.59134,2.99623,9.38519,-0.975024,2.93699,2.79678,-6.22485,-0.511193,-2.66867
-0.178669,2.02071,0.0028469,2.653,179.917,53.0245,7.73071,4.19401,-0.880622,0.47382,-5.22392,2.99626,8.17035,-2.33082,1.51986,1.36252,-8.88688,-3.23671,-5.30857
-0.191067,1.99418,0.0030393,2.66469,182.913,53.1761,7.9187,4.066,-0.885703,0.464253,-7.87184,2.99653,6.96975,-3.64513,0.125363,-0.0438661,-11.5481,-5.98418,-7.96054
-0.197444,1.98108,0.003209,2.67094,185.91,53.251,8.08785,3.78324,-0.890753,0.454487,-10.5354,2.99682,5.78292,-4.7913,-1.24549,-1.42137,-14.2112,-8.81593,-10.6251
-0.199739,1.95518,0.0035073,2.68437,188.907,53.399,8.24167,3.73098,-0.89569,0.44468,-13.2142,2.99705,4.61229,-6.11149,-2.59078,-2.76969,-16.8791,-11.5551,-13.303
-0.2,1.94238,0.0036396,2.69152,191.904,53.4721,8.37867,3.71562,-0.900523,0.434808,-15.9078,2.99718,3.45659,-7.4346,-3.90849,-4.0886,-19.5509,-14.2923,-15.9948
-0.199799,1.91709,0.0036867,2.70618,194.901,53.6166,8.49776,3.73714,-0.905252,0.424876,-18.616,2.99722,2.31474,-8.76092,-5.19701,-5.37787,-22.2265,-17.0282,-18.7009
-0.199661,1.9046,0.0036893,2.71355,197.898,53.688,8.59227,3.7442,-0.909876,0.414881,-21.3382,2.99717,1.18062,-10.044,-6.45562,-6.63728,-24.9029,-19.7848,-21.421
-0.199638,1.8799,0.0036933,2.7283,200.895,53.8292,8.66363,3.74282,-0.914395,0.404824,-24.074,2.99701,0.0553782,-11.289,-7.68405,-7.8666,-27.5813,-22.5588,-24.1548
-0.199712,1.86769,0.0036952,2.73569,203.892,53.8989,8.71585,3.73277,-0.918809,0.394702,-26.8231,2.99676,-1.05738,-12.4953,-8.88209,-9.06559,-30.2633,-25.3498,-26.902
-0.199849,1.84356,0.0036963,2.75046,206.889,54.0368,8.74421,3.71896,-0.923119,0.384514,-29.5851,2.99641,-2.16208,-13.6671,-10.0495,-10.234,-32.9474,-28.1551,-29.6619
-0.2,1.0168,0.0036938,2.75785,209.885,54.1049,8.76657,3.70873,-0.927324,0.374259,-32.3595,2.99597,-3.24223,-14.8109,-11.1862,-11.3717,-35.6405,-30.9715,-32.4344
-0.2,-2.99889,0.003594,2.77247,212.881,54.0405,8.78993,3.70353,-0.931423,0.363937,-35.146,2.99545,-4.29117,-15.9279,-12.292,-12.4783,-38.345,-33.7981,-35.2188
-0.199233,-3.35868,0.0034853,2.77954,215.877,53.9295,8.79165,3.71472,-0.93542,0.35354,-37.9441,2.99486,-5.32985,-17.0285,-13.3674,-13.5537,-41.0523,-36.6308,-38.0145
-0.196339,-3.96537,0.0033097,2.79307,218.872,53.6671,8.76349,3.74048,-0.939298,0.343101,-40.7535,2.99438,-6.36613,-18.1111,-14.4132,-14.5977,-43.7602,-39.4701,-40.8208
-0.190308,-4.13645,0.0032681,2.79965,221.866,53.5193,8.70349,3.77663,-0.942998,0.332799,-43.5737,2.99416,-7.40289,-19.1716,-15.4308,-15.6103,-46.4702,-42.3168,-43.637
-0.18124,-4.51873,0.0031722,2.81251,224.86,53.2022,8.615,3.82776,-0.946487,0.322743,-46.4043,2.99418,-8.43826,-20.2152,-16.4207,-16.5922,-49.1847,-45.1689,-46.4628
-0.169374,-4.703,0.0031271,2.81881,227.854,53.0322,8.48453,3.90269,-0.949778,0.312925,-49.2449,2.99439,-9.48599,-21.2511,-17.3835,-17.5444,-51.8999,-48.0237,-49.2979
-0.154972,-5.06869,0.0030385,2.83113,230.849,52.6696,8.30552,4.01387,-0.952878,0.303353,-52.0951,2.99476,-10.5534,-22.2923,-18.3199,-18.4675,-54.6146,-50.8775,-52.1421
-0.138315,-5.25001,0.002995,2.83716,233.844,52.477,8.08774,4.15522,-0.955796,0.29403,-54.9545,2.99527,-11.6322,-23.3339,-19.2302,-19.3624,-57.3325,-53.7327,-54.9952
-0.119697,-5.6091,0.0029098,2.84896,236.839,52.0687,7.83367,4.31664,-0.958539,0.284961,-57.8226,2.99588,-12.7209,-24.3675,-20.115,-20.2298,-60.0549,-56.5926,-57.8567
-0.0994269,-5.78786,0.0028676,2.85473,239.835,51.8529,7.55658,4.48947,-0.961115,0.276147,-60.6991,2.99657,-13.8077,-25.3854,-20.9749,-21.0705,-62.7858,-59.4594,-60.7266
-0.0778175,-6.14349,0.002784,2.86602,242.831,51.3979,7.266,4.65747,-0.963532,0.267593,-63.5835,2.9973,-14.8843,-26.3729,-21.8103,-21.8853,-65.5278,-62.3372,-63.6043
-0.0551878,-6.32076,0.0027424,2.87155,245.829,51.1585,6.96297,4.82062,-0.965797,0.2593,-66.4754,2.99804,-15.9502,-27.3307,-22.6217,-22.675,-68.2809,-65.2254,-66.4897
