x_ref_m; y_ref_m; width_right_m; width_left_m; x_normvec_m; y_normvec_m; alpha_m; s_racetraj_m; psi_racetraj_rad; kappa_racetraj_radpm; vx_racetraj_mps; ax_racetraj_mps2
74.5009275; 23.3061737; 0.7458822; 1.2601237; 0.9915170; -0.1299767; -0.2559452; 163.0142929; -0.2211263; 0.2531775; 4.4070020; -0.3665817
74.4780334; 24.1509447; 0.9469443; 1.1038691; 0.9864003; 0.1643607; -0.1206848; 163.8151288; -0.0484228; 0.2246611; 4.3483864; -0.3513333
74.2315797; 25.0221438; 1.0999105; 0.9052895; 0.9331993; 0.3593592; 0.0833609; 164.7388621; 0.0969215; 0.2036666; 4.2914578; -0.1997091
73.8169732; 25.9149922; 1.3527302; 0.6290832; 0.8826825; 0.4699698; 0.2767281; 165.7638151; 0.3574117; 0.1623157; 4.2573028; 0.4763150
73.2896205; 26.8247111; 1.6136034; 0.4557966; 0.8511019; 0.5250006; 0.3942034; 166.8435323; 0.4565988; 0.1236742; 4.3349108; 1.4622664
72.7049284; 27.7465217; 1.5930499; 0.4819501; 0.8413801; 0.5404438; 0.4239087; 167.9433095; 0.5838360; 0.0583051; 4.9057588; 5.0807641
72.1183037; 28.6756452; 1.4621268; 0.6128732; 0.8532059; 0.5215742; 0.3786208; 169.0343545; 0.6134883; 0.0260849; 5.5838485; 4.0118159
71.5851525; 29.6073029; 1.2411213; 0.8097238; 0.8858046; 0.4640585; 0.2775453; 170.0913688; 0.6014242; -0.0464053; 6.3608357; -2.5054169
71.1493166; 30.5377808; 1.0442231; 1.0485717; 0.9239524; 0.3825075; 0.1377512; 171.1099844; 0.5653259; -0.0561169; 6.0788760; -2.8131486
70.8128926; 31.4672088; 0.8667229; 1.2026771; 0.9548405; 0.2971189; -0.0251525; 172.1069753; 0.4602962; -0.1008626; 5.3821110; -2.1567881
70.5685611; 32.3965837; 0.6706687; 1.3525161; 0.9774754; 0.2110495; -0.1793313; 173.0897208; 0.3790945; -0.1314000; 5.0938875; -0.8424075
70.4090028; 33.3269023; 0.6206663; 1.4046490; 0.9918491; 0.1274181; -0.2894078; 174.0605195; 0.1774224; -0.1497536; 4.9289246; -0.2849600
70.3268983; 34.2591614; 0.6796497; 1.4797503; 0.9987975; 0.0490261; -0.3399753; 175.0232920; 0.0718543; -0.1521116; 4.8882884; 0.1977129
70.3149283; 35.1943578; 0.6918779; 1.3133221; 0.9997572; -0.0220350; -0.3257832; 175.9830710; -0.0296605; -0.1372226; 4.9165186; 0.7951293
70.3657733; 36.1334884; 0.7453555; 1.3168482; 0.9964260; -0.0844708; -0.2567353; 176.9448074; -0.1929790; -0.0934447; 5.2362217; 2.7184687
70.4721141; 37.0775500; 0.8129343; 1.2344843; 0.9904726; -0.1377097; -0.1518773; 177.9118188; -0.2498235; -0.0690698; 5.5878242; 4.4659391
70.6266312; 38.0275394; 0.8489285; 1.1732420; 0.9833502; -0.1817204; -0.0318127; 178.8860068; -0.3176112; -0.0290750; 6.7025361; 5.7524736
70.8220053; 38.9844534; 0.9845338; 1.0795873; 0.9762151; -0.2168043; 0.0859072; 179.8688807; -0.3316312; -0.0109629; 7.2785476; 1.2603832
71.0509171; 39.9492888; 1.0507980; 0.9650659; 0.9699146; -0.2434453; 0.1846032; 180.8617853; -0.3323936; 0.0086362; 7.3987666; -2.2510269
71.3060471; 40.9230425; 1.0976528; 0.9182687; 0.9650394; -0.2621048; 0.2476528; 181.8662835; -0.3032364; 0.0302446; 6.7608702; -3.9152314
71.5800760; 41.9067112; 1.1428749; 0.8727179; 0.9618872; -0.2734467; 0.2660189; 182.8846212; -0.2778616; 0.0421740; 6.3425686; -2.9131486
71.8656830; 42.9012914; 1.2480603; 0.8273840; 0.9608254; -0.2771543; 0.2299590; 183.9191535; -0.2089834; 0.0591439; 5.7291302; -1.9348647
72.1417748; 43.9040442; 1.2802039; 0.7959357; 0.9702229; -0.2422137; 0.1411167; 184.9694352; -0.1574542; 0.0888580; 5.4876396; -1.3259961
72.3398501; 44.8993726; 1.2605985; 0.8369513; 0.9908916; -0.1346619; 0.0281326; 185.9995752; 0.0017444; 0.1453365; 5.1965350; -0.3201452
72.3812145; 45.8689150; 1.0937122; 0.9114878; 0.9974451; 0.0714374; -0.0614878; 186.9707697; 0.1224819; 0.2038701; 5.1532304; -0.1963291
72.1880785; 46.7945196; 1.0640416; 0.9526278; 0.9416710; 0.3365348; -0.0943306; 187.8974106; 0.2773706; 0.2293849; 5.1264929; 1.3978849
71.7531002; 47.6743407; 1.1426214; 0.9267786; 0.8559214; 0.5171059; -0.0635134; 188.8638961; 0.4952031; 0.0661183; 5.6990250; 4.6353506
71.1886018; 48.5342314; 1.0953706; 0.9740656; 0.8254988; 0.5644039; 0.0069467; 189.8927608; 0.5244413; 0.0196152; 6.2424528; 5.1653930
70.6185241; 49.4027341; 1.0953788; 0.9580042; 0.8561317; 0.5167578; 0.0720193; 190.9308808; 0.4839625; -0.0677140; 7.2815327; 2.5591649
70.1395432; 50.3017643; 1.0791400; 0.9902600; 0.9055927; 0.4241484; 0.0982866; 191.9411224; 0.4428403; -0.0490202; 7.5235272; 0.5868518
69.7562349; 51.2308508; 1.0101800; 1.0467900; 0.9404985; 0.3397978; 0.0758303; 192.9385362; 0.3798924; -0.0463261; 7.5685739; -0.3689838
69.4537477; 52.1848005; 0.9669868; 1.1046434; 0.9637576; 0.2667795; 0.0148340; 193.9376973; 0.3456905; -0.0512374; 7.5343710; -0.2874771
69.2172298; 53.1584202; 0.7862401; 1.2212908; 0.9781835; 0.2077426; -0.0637599; 194.9442125; 0.3082378; -0.0559119; 7.5076153; -0.2593189
69.0318297; 54.1465167; 0.8286603; 1.2033699; 0.9865263; 0.1636025; -0.1380390; 195.9568578; 0.2274337; -0.0571791; 7.4660672; 0.7096485
68.8826956; 55.1438968; 0.7332779; 1.2719221; 0.9908826; 0.1347282; -0.1929303; 196.9716859; 0.1905137; -0.0483910; 7.5323066; 1.8310308
68.7549778; 56.1453681; 0.7968491; 1.2311225; 0.9926969; 0.1206355; -0.2239260; 197.9847270; 0.1367933; -0.0286286; 7.9583712; 4.4227085
68.6368114; 57.1468652; 0.8295530; 1.1813583; 0.9935075; 0.1137667; -0.2326758; 198.9948182; 0.1179969; -0.0250476; 8.3383038; 5.2381321
68.5254211; 58.1477550; 0.8612550; 1.1439450; 0.9941891; 0.1076477; -0.2238630; 200.0033503; 0.0889339; -0.0164425; 9.2070237; 5.6276931
68.4197557; 59.1480551; 0.9572734; 1.0527702; 0.9947216; 0.1026109; -0.2027702; 201.0105282; 0.0787508; -0.0126496; 9.6253759; 5.5854291
68.3187637; 60.1477835; 1.0159996; 1.0383804; 0.9951294; 0.0985771; -0.1739400; 202.0165282; 0.0654614; -0.0065817; 10.4089857; 5.6477802
68.2213938; 61.1469578; 1.0558882; 1.0375492; 0.9954222; 0.0955754; -0.1408807; 203.0214586; 0.0617772; -0.0039441; 10.7821000; 5.5691146
68.1265945; 62.1455960; 1.1061998; 1.0524748; 0.9956095; 0.0936043; -0.1064226; 204.0254257; 0.0598569; -0.0015502; 11.1377848; 5.6003098
68.0333144; 63.1437157; 1.1227406; 1.0366594; 0.9956970; 0.0926690; -0.0729540; 205.0285404; 0.0607671; 0.0027057; 11.8220540; 5.5622831
67.9405023; 64.1413347; 1.1319992; 1.0144509; 0.9956874; 0.0927715; -0.0424009; 206.0309305; 0.0632688; 0.0044426; 12.1469324; 5.5641139
67.8471066; 65.1384708; 1.1237483; 0.9727125; 0.9955804; 0.0939133; -0.0161816; 207.0327443; 0.0714985; 0.0071636; 12.7730984; 5.5570780
67.7520761; 66.1351418; 1.1404189; 0.9536717; 0.9953722; 0.0960949; 0.0048190; 208.0341476; 0.0769189; 0.0083236; 13.0740874; 5.0360247
67.6543593; 67.1313655; 1.1614688; 0.9323416; 0.9950560; 0.0993156; 0.0199315; 209.0353114; 0.0903249; 0.0108872; 13.5703489; 3.5129742
67.5529048; 68.1271596; 1.2127113; 0.9356887; 0.9946218; 0.1035734; 0.0283829; 210.0364056; 0.0984351; 0.0122847; 13.7503604; 1.3517066
67.4466613; 69.1225420; 1.1866164; 0.8516532; 0.9940565; 0.1088652; 0.0293243; 211.0376032; 0.1074208; 0.0133711; 13.8189998; 0.0794737
67.3345774; 70.1175304; 1.1364839; 0.8852757; 0.9933439; 0.1151861; 0.0223689; 212.0390809; 0.1270149; 0.0142989; 13.7666306; -2.2732560
67.2156017; 71.1121425; 1.0925904; 0.9126096; 0.9924649; 0.1225295; 0.0080528; 213.0410057; 0.1369570; 0.0141088; 13.6505545; -2.2959962
67.0886827; 72.1063963; 1.1430218; 0.9202823; 0.9913973; 0.1308868; -0.0124573; 214.0435251; 0.1564741; 0.0137368; 13.4101893; -2.5141907
66.9527692; 73.1003094; 1.1709080; 0.9268920; 0.9901166; 0.1402468; -0.0378637; 215.0467776; 0.1659500; 0.0133377; 13.2783055; -2.8570211
66.8068098; 74.0938996; 1.1234511; 0.9244185; 0.9885954; 0.1505957; -0.0665336; 216.0508990; 0.1835135; 0.0115652; 12.9571849; -3.5545677
66.6497530; 75.0871848; 1.0516292; 0.9609083; 0.9868044; 0.1619167; -0.0962376; 217.0560333; 0.1911846; 0.0103512; 12.7637129; -4.2402160
66.4805474; 76.0801826; 1.0835231; 0.9742769; 0.9847122; 0.1741891; -0.1242761; 218.0623636; 0.2037861; 0.0076509; 12.2664962; -5.0341028
66.2981418; 77.0729109; 1.0279936; 1.0188267; 0.9822858; 0.1873887; -0.1477329; 219.0701587; 0.2086754; 0.0063251; 11.9757822; -5.7376453
66.1014846; 78.0653875; 0.9896316; 1.0510058; 0.9794912; 0.2014868; -0.1637427; 220.0798201; 0.2127243; 0.0052470; 11.6355857; -6.0261968
65.8895246; 79.0576301; 0.9782731; 1.0795269; 0.9762935; 0.2164510; -0.1698109; 221.0919158; 0.2190030; 0.0039826; 10.8737809; -6.4987834
65.6612103; 80.0496565; 0.8905625; 1.1307020; 0.9726585; 0.2322403; -0.1641601; 222.1071878; 0.2218449; 0.0041374; 10.4470589; -6.4899599
65.4154904; 81.0414845; 0.9071759; 1.1432633; 0.9685490; 0.2488229; -0.1461505; 223.1265112; 0.2290366; 0.0067519; 9.5493950; -6.0962191
65.1513134; 82.0331320; 0.8472672; 1.1777489; 0.9639431; 0.2661083; -0.1168814; 224.1508143; 0.2347486; 0.0095560; 9.0915591; -5.6162077
64.8676280; 83.0246165; 0.8088592; 1.1966045; 0.9587649; 0.2842004; -0.0798378; 225.1809117; 0.2540397; 0.0182934; 8.2233531; -4.5076032
64.5633827; 84.0159560; 0.8212342; 1.1968731; 0.9531639; 0.3024544; -0.0408856; 226.2174838; 0.2683676; 0.0226055; 7.8302648; -3.7184234
64.2370563; 85.0063585; 0.8427076; 1.2021979; 0.9457497; 0.3248961; -0.0072926; 227.2603061; 0.3132229; 0.0427936; 7.1828449; -2.6820704
63.8820111; 85.9862196; 0.9067326; 1.1733883; 0.9334519; 0.3587027; 0.0142478; 228.3029899; 0.3473550; 0.0549257; 6.9165349; -2.2380790
63.4884679; 86.9405226; 0.9662014; 1.0915986; 0.9138612; 0.4060267; 0.0206030; 229.3363587; 0.4374936; 0.0729661; 6.4681620; -1.8935469
63.0466014; 87.8541721; 1.0225386; 1.0429075; 0.8841916; 0.4671243; 0.0145356; 230.3527001; 0.4912343; 0.0811420; 6.2598897; -1.8939001
62.5465866; 88.7120726; 1.1003808; 0.9690192; 0.8402160; 0.5422518; 0.0037465; 231.3468268; 0.6170705; 0.0997838; 5.8190059; -1.8270430
61.9785982; 89.4991287; 1.2183183; 0.8523723; 0.7768778; 0.6296514; -0.0023723; 232.3179056; 0.6908380; 0.1119666; 5.5949113; -1.0798285
61.3328112; 90.2002449; 1.1259867; 0.9490133; 0.6880603; 0.7256535; 0.0035607; 233.2717439; 0.7744344; 0.1264254; 5.4581416; -0.5040380
60.5994845; 90.8004099; 1.0717963; 0.9976037; 0.5741003; 0.8187850; 0.0266622; 234.2225300; 0.9631053; 0.1365614; 5.3541096; -0.2774965
59.7772850; 91.2930076; 1.0698088; 0.9995912; 0.4555781; 0.8901958; 0.0648441; 235.1886600; 1.0560813; 0.1282788; 5.3177067; -0.2834297
58.8803283; 91.6868479; 1.1031441; 0.9655307; 0.3507912; 0.9364537; 0.1032151; 236.1792097; 1.1446598; 0.1259452; 5.2802663; -0.1766542
57.9243878; 91.9923961; 1.0923797; 0.9434865; 0.2608731; 0.9653731; 0.1230263; 237.1942414; 1.3117653; 0.1095167; 5.2588336; 0.7400857
56.9252371; 92.2201176; 1.1807359; 0.8698856; 0.1860626; 0.9825379; 0.1151352; 238.2286493; 1.3823846; 0.0929130; 5.3564377; 1.7400826
55.8986496; 92.3804777; 1.2460898; 0.7949422; 0.1247453; 0.9921888; 0.0848677; 239.2746255; 1.4881946; 0.0581186; 5.8942723; 3.9991992
54.8603988; 92.4839419; 1.2007606; 0.8044394; 0.0754499; 0.9971496; 0.0455606; 240.3221429; 1.5237226; 0.0434979; 6.3514712; 4.7355106
53.8261983; 92.5409524; 1.1849169; 0.9032747; 0.0358598; 0.9993568; 0.0087231; 241.3597172; 1.5709561; 0.0266708; 7.3741751; 5.5331056
52.8059235; 92.5597247; 0.9702688; 1.0349312; 0.0011434; 0.9999993; -0.0200566; 242.3804053; 1.5888469; 0.0243629; 7.8819170; 5.5665397
51.7988020; 92.5444117; 0.9361829; 1.1241964; -0.0310759; 0.9995170; -0.0387818; 243.3868940; 1.6193650; 0.0194184; 8.8224026; 5.6788495
50.8029288; 92.4987343; 0.9482945; 1.2001055; -0.0600551; 0.9981951; -0.0469075; 244.3826208; 1.6323446; 0.0176593; 9.2620182; 5.6527716
49.8163991; 92.4264136; 0.8891289; 1.1510023; -0.0855910; 0.9963304; -0.0450170; 245.3706325; 1.6543885; 0.0138077; 10.0847013; 5.7646245
48.8373083; 92.3311707; 0.8176849; 1.1977434; -0.1074302; 0.9942126; -0.0339940; 246.3535435; 1.6633691; 0.0118631; 10.4771884; 5.7132360
47.8637514; 92.2167266; 0.8917544; 1.1986132; -0.1254182; 0.9921040; -0.0149077; 247.3335453; 1.6710378; 0.0100344; 10.8521800; 5.7370813
46.8938238; 92.0868022; 0.9613974; 1.1613498; -0.1394488; 0.9902293; 0.0109191; 248.3124427; 1.6826097; 0.0065826; 11.5703489; 5.7511045
45.9256205; 91.9451187; 0.8919089; 1.1146709; -0.1494653; 0.9887670; 0.0419089; 249.2917065; 1.6866899; 0.0050741; 11.9131995; 5.7068705
44.9572367; 91.7953970; 0.9850393; 1.0641744; -0.1554484; 0.9878440; 0.0761310; 250.2725395; 1.6921168; 0.0028346; 12.5667159; 5.7278728
43.9867678; 91.6413582; 1.0782230; 1.0008548; -0.1574092; 0.9875335; 0.1112076; 251.2559575; 1.6938024; 0.0019939; 12.8818156; 5.6539011
43.0123089; 91.4867233; 1.0454212; 0.9674081; -0.1553864; 0.9878538; 0.1443460; 252.2428934; 1.6949903; 0.0014030; 13.1854632; 5.6443589
42.0319551; 91.3352133; 1.1889595; 0.9594115; -0.1494349; 0.9887716; 0.1724389; 253.2343209; 1.6962137; 0.0002901; 13.7715877; 5.5946153
41.0438018; 91.1905492; 1.1091096; 0.9003764; -0.1396602; 0.9901995; 0.1923574; 254.2313984; 1.6961017; -0.0006062; 14.0530743; 5.5394173
40.0459440; 91.0564521; 1.2187462; 0.8974333; -0.1260926; 0.9920185; 0.2016482; 255.2355697; 1.6929202; -0.0030129; 14.5806948; 4.7325005
39.0370028; 90.9357271; 1.1392750; 0.8847402; -0.1120222; 0.9937057; 0.1991552; 256.2488706; 1.6913920; -0.0013603; 14.8061473; 2.2940395
38.0180607; 90.8268922; 1.0978483; 0.9175414; -0.1009126; 0.9948953; 0.1851453; 257.2715540; 1.6907096; 0.0000741; 14.9391342; -1.2952738
36.9909198; 90.7272114; 1.1363083; 0.9285497; -0.0927603; 0.9956885; 0.1612344; 258.3023734; 1.6908151; 0.0002263; 14.8783195; -4.4052972
35.9573824; 90.6339488; 1.0470132; 0.9612882; -0.0874562; 0.9961684; 0.1299624; 259.3397987; 1.6909769; 0.0002347; 14.6695988; -5.3988653
34.9192507; 90.5443685; 1.1044744; 0.9939822; -0.0849472; 0.9963855; 0.0943246; 260.3821069; 1.6909665; -0.0004050; 14.1012049; -6.4930575
33.8783269; 90.4557346; 1.0269987; 1.0480862; -0.0851944; 0.9963643; 0.0577395; 261.4274482; 1.6906646; -0.0004580; 13.7751197; -6.4795542
32.8364134; 90.3653110; 0.9307778; 1.0796319; -0.0881840; 0.9961042; 0.0231765; 262.4739625; 1.6904402; 0.0003579; 13.1015968; -6.5202670
31.7953124; 90.2703620; 0.8682103; 1.1369897; -0.0939240; 0.9955794; -0.0071666; 263.5198637; 1.6908905; 0.0009291; 12.7484780; -6.4886527
30.7568262; 90.1681514; 0.9611255; 1.1786925; -0.1024442; 0.9947388; -0.0311989; 264.5634746; 1.6927481; 0.0016072; 12.0176838; -6.5314547
29.7227569; 90.0559435; 0.8771768; 1.1817170; -0.1137940; 0.9935044; -0.0464273; 265.6032788; 1.6938660; 0.0015855; 11.6310323; -6.4520253
28.6949069; 89.9310022; 0.8273650; 1.1899101; -0.1280406; 0.9917689; -0.0503888; 266.6380068; 1.6974683; 0.0042288; 10.8345612; -6.0689035
27.6750784; 89.7905916; 0.8074520; 1.1977480; -0.1452655; 0.9893927; -0.0425480; 267.6666815; 1.7013932; 0.0069906; 10.4351071; -5.6739414
26.6650736; 89.6319758; 0.8577376; 1.1824855; -0.1655595; 0.9861998; -0.0241019; 268.6885575; 1.7160064; 0.0143547; 9.6733190; -4.5860060
25.6666949; 89.4524188; 0.8832997; 1.1568615; -0.1890164; 0.9819739; 0.0024018; 269.7030624; 1.7277202; 0.0191279; 9.3355691; -3.8793925
24.6817444; 89.2491847; 1.0103239; 1.0874761; -0.2157238; 0.9764544; 0.0332922; 270.7097581; 1.7621391; 0.0303578; 8.7784097; -2.6859876
23.7120245; 89.0195375; 1.0874648; 1.0103352; -0.2457508; 0.9693330; 0.0640862; 271.7083321; 1.7854968; 0.0364381; 8.5615528; -2.2053866
22.7593373; 88.7607413; 1.1694363; 0.8857220; -0.2791325; 0.9602526; 0.0906322; 272.6986513; 1.8427687; 0.0449578; 8.2094586; -1.8835639
21.8254852; 88.4700602; 1.2080285; 0.8518203; -0.3158502; 0.9488091; 0.1109380; 273.6808744; 1.8755488; 0.0488311; 8.0472533; -1.8873769
20.9122703; 88.1447582; 1.2751363; 0.8082591; -0.3558088; 0.9345588; 0.1239593; 274.6554750; 1.9112181; 0.0530071; 7.8813719; -1.6846771
20.0214950; 87.7820994; 1.2753236; 0.7614858; -0.3988105; 0.9170334; 0.1286982; 275.6232477; 1.9908349; 0.0600603; 7.6055424; -0.7609569
19.1549615; 87.3793479; 1.2917648; 0.7835827; -0.4445304; 0.8957638; 0.1250887; 276.5853441; 2.0332432; 0.0611262; 7.5351816; -0.3470248
18.3144720; 86.9337676; 1.3350184; 0.7343816; -0.4924952; 0.8703152; 0.1156184; 277.5433547; 2.1187842; 0.0616582; 7.4771175; -0.2670554
17.5018288; 86.4426227; 1.2099034; 0.8650966; -0.5420710; 0.8403327; 0.1037963; 278.4994521; 2.1624807; 0.0630903; 7.4520747; -0.2706164
16.7188342; 85.9031772; 1.0900244; 0.9849756; -0.5924736; 0.8055899; 0.0915617; 279.4564851; 2.2068180; 0.0635491; 7.4266119; -0.2709703
15.9672904; 85.3126952; 0.9754649; 1.0995351; -0.6427784; 0.7660522; 0.0808330; 280.4179741; 2.2962618; 0.0642539; 7.3754772; -0.2663201
15.2489997; 84.6684408; 0.9231387; 1.1518613; -0.6920304; 0.7218684; 0.0731387; 281.3881404; 2.3413539; 0.0642903; 7.3501582; -0.0829854
14.5657643; 83.9676779; 0.9356682; 1.1393318; -0.7391045; 0.6735907; 0.0697639; 282.3718345; 2.3856810; 0.0625771; 7.3422509; 0.2850992
13.9193864; 83.2076707; 0.9608260; 1.1141740; -0.7835335; 0.6213495; 0.0724404; 283.3745795; 2.4723532; 0.0607629; 7.4335935; 1.4188167
13.3115190; 82.3860099; 1.0583929; 1.0166071; -0.8224493; 0.5688384; 0.0819072; 284.4018789; 2.5128186; 0.0550797; 7.5660166; 2.0218316
12.7401627; 81.5082712; 1.1376556; 0.8747841; -0.8515503; 0.5242729; 0.0973502; 285.4541616; 2.5785138; 0.0387453; 7.9673107; 2.9442812
12.1995431; 80.5882852; 1.1628831; 0.9065169; -0.8713537; 0.4906553; 0.1159115; 286.5256010; 2.6038054; 0.0336748; 8.2219178; 3.2378175
11.6837111; 79.6402630; 1.1009029; 0.9684971; -0.8843291; 0.4668640; 0.1327637; 287.6084014; 2.6449747; 0.0254495; 8.7749209; 3.8145106
11.1867181; 78.6784160; 1.0851425; 0.9809850; -0.8915970; 0.4528298; 0.1423396; 288.6932968; 2.6615399; 0.0219166; 9.0741072; 3.7310747
10.7026152; 77.7169554; 1.0536913; 1.0435988; -0.8939993; 0.4480684; 0.1393035; 289.7705290; 2.6873927; 0.0148335; 9.6211241; 0.3324197
10.2254536; 76.7700926; 1.0032462; 1.0266028; -0.8909429; 0.4541153; 0.1203383; 290.8301437; 2.6946994; 0.0058848; 9.6452789; -1.6934186
9.7497985; 75.8512678; 0.9540163; 1.0774532; -0.8853728; 0.4648817; 0.0866202; 291.8640743; 2.6970244; 0.0009842; 9.2548307; -5.1372843
9.2795869; 74.9598642; 0.8973232; 1.1413653; -0.8851279; 0.4653479; 0.0433337; 292.8727192; 2.7002934; 0.0084430; 8.8577577; -5.4473499
8.8269386; 74.0829910; 0.8494941; 1.2072825; -0.8933351; 0.4493910; -0.0005059; 293.8608307; 2.7186506; 0.0169611; 7.9341176; -5.8060277
8.4042483; 73.2073450; 0.8426940; 1.2207015; -0.9088792; 0.4170594; -0.0333775; 294.8330714; 2.7330066; 0.0240759; 7.4041868; -5.4496777
8.0239109; 72.3196232; 0.8787317; 1.1906683; -0.9299735; 0.3676267; -0.0474829; 295.7967911; 2.7827153; 0.0506145; 6.3605208; -4.1036762
7.6983212; 71.4065222; 0.9608077; 1.1085923; -0.9535510; 0.3012317; -0.0424264; 296.7631741; 2.8250057; 0.0697496; 5.8916228; -3.0585706
7.4398740; 70.4547389; 1.0931345; 0.9758669; -0.9751759; 0.2214318; -0.0272053; 297.7469298; 2.8797879; 0.0864272; 5.5162782; -2.5122399
7.2630435; 69.4542940; 1.0890957; 0.8635211; -0.9925126; 0.1221419; -0.0135211; 298.7614198; 3.0243018; 0.1235449; 4.8887765; -1.9394666
7.2050101; 68.4315042; 1.1339670; 0.8712330; -0.9998414; -0.0178113; -0.0046351; 299.7855334; 3.1213157; 0.1552812; 4.6027111; -1.6953676
7.3169362; 67.4350359; 1.1862528; 0.8461784; -0.9761846; -0.2169414; 0.0038218; 300.7898724; -2.8871811; 0.2432306; 4.1182937; -0.7180903
7.6501890; 66.5138831; 1.1302435; 0.8823585; -0.8830717; -0.4692382; 0.0199009; 301.7756522; -2.6993005; 0.2909276; 3.9943762; -0.3977983
8.2356106; 65.7148742; 1.1133663; 0.9616337; -0.7219090; -0.6919880; 0.0485244; 302.7787225; -2.3368273; 0.2294456; 3.8592603; -0.3653386
9.0122071; 65.0751492; 1.1581214; 0.9182902; -0.5455571; -0.8380737; 0.0816762; 303.8025169; -2.1791178; 0.2238492; 3.7924173; -0.3563950
9.8933102; 64.6291393; 1.1134534; 0.8964811; -0.3486270; -0.9372615; 0.1040919; 304.8131526; -2.0184866; 0.2373326; 3.7260553; -0.3139314
10.7954048; 64.4089093; 1.1108853; 0.8943147; -0.1150266; -0.9933624; 0.1081285; 305.7699015; -1.6460398; 0.2905935; 3.6159924; -0.1874946
11.6731291; 64.4179026; 1.1203347; 0.8848653; 0.1367037; -0.9906120; 0.0990710; 306.6763920; -1.4431882; 0.2869020; 3.5795133; -0.1044901
12.5064585; 64.6405557; 1.1208590; 0.8865389; 0.3735786; -0.9275985; 0.0846602; 307.5639139; -1.2445924; 0.2808056; 3.5590213; -0.0298453
13.2758245; 65.0609634; 1.1771431; 0.9079174; 0.5751586; -0.8180419; 0.0634682; 308.4601042; -0.8683999; 0.2550566; 3.5635247; 0.1411126
13.9616585; 65.6632200; 1.1661371; 0.9088629; 0.7334499; -0.6797435; 0.0266516; 309.3851551; -0.6957140; 0.2364070; 3.5911365; 0.3300865
14.5443917; 66.4314201; 1.1883404; 0.8810596; 0.8496113; -0.5274093; -0.0310596; 310.3525641; -0.5414917; 0.2081446; 3.6549105; 0.5905918
15.0044557; 67.3496582; 1.0033065; 0.9758196; 0.9299483; -0.3676904; -0.1034755; 311.3716393; -0.2883827; 0.1495896; 3.9464120; 2.2112562
15.3250430; 68.4005511; 0.9246885; 1.0805115; 0.9745400; -0.2242136; -0.1701965; 312.4529666; -0.2005292; 0.1040628; 4.3208622; 3.7513667
15.5260607; 69.5470648; 0.9011286; 1.1493569; 0.9913436; -0.1312932; -0.2135401; 313.6001192; -0.1078248; 0.0321570; 5.5771703; 3.0595242
15.6534963; 70.7382066; 0.8457029; 1.1930104; 0.9960826; -0.0884278; -0.2237784; 314.7887166; -0.1003957; -0.0179047; 6.1134996; -2.8148577
15.7538935; 71.9226864; 0.8306343; 1.2251033; 0.9961756; -0.0873740; -0.1928780; 315.9775704; -0.1187325; -0.0348130; 5.7822292; -2.9299332
15.8737957; 73.0492137; 0.7749812; 1.2578425; 0.9910666; -0.1333679; -0.1277331; 317.1197236; -0.2045382; -0.0967476; 5.0255433; -2.2369292
16.0597466; 74.0664982; 0.8184020; 1.2169040; 0.9710685; -0.2388012; -0.0372909; 318.1667654; -0.3985085; -0.1900020; 4.3651252; -2.0124505
16.3582897; 74.9232498; 0.8940684; 1.1950175; 0.8963403; -0.4433667; 0.0440684; 319.0770107; -0.5599231; -0.2834386; 4.0295107; -1.1251714
16.8142769; 75.5698694; 0.9724746; 1.1025254; 0.7018689; -0.7123061; 0.0638229; 319.8520659; -0.7668845; -0.2943883; 3.8290671; -0.5056543
17.4350731; 75.9942412; 0.9330199; 1.1363801; 0.4210507; -0.9070371; -0.0163287; 320.6010509; -0.9680112; -0.2543560; 3.7354861; -0.3469253
18.1913285; 76.2209592; 0.8928406; 1.1210658; 0.1657636; -0.9861655; -0.1831277; 321.4340010; -1.1499344; -0.2705834; 3.6699010; -0.1548149
19.0521566; 76.2761546; 0.7920552; 1.2131448; -0.0242861; -0.9997050; -0.3631446; 322.3670948; -1.5110081; -0.2368773; 3.6455257; 0.1943736
19.9866706; 76.1859582; 0.6348737; 1.3988474; -0.1584630; -0.9873649; -0.4783729; 323.3709780; -1.6677448; -0.2099596; 3.6826586; 0.5414901
20.9639840; 75.9765012; 0.5435223; 1.4388018; -0.2548186; -0.9669889; -0.4974323; 324.4202426; -1.7999111; -0.1717780; 3.7841831; 0.8901984
21.9532100; 75.6739146; 0.4826910; 1.5544143; -0.3265696; -0.9451732; -0.4319834; 325.4925137; -1.9927824; -0.1028878; 4.1593564; 2.9425934
22.9240131; 75.3039689; 0.5309482; 1.5598548; -0.3841510; -0.9232703; -0.3190518; 326.5609494; -2.1020026; -0.0578183; 5.1817642; 5.0964818
23.8613277; 74.8824488; 0.7442638; 1.3307362; -0.4354837; -0.9001966; -0.1949815; 327.6106643; -2.1375956; -0.0439171; 5.8297152; 5.4351600
24.7669551; 74.4141082; 0.9542592; 1.1207408; -0.4822972; -0.8760077; -0.0804144; 328.6439543; -2.1891701; -0.0307216; 7.0318430; 5.6718595
25.6435680; 73.9031310; 1.1094470; 0.9655530; -0.5239681; -0.8517379; 0.0166511; 329.6648542; -2.2089687; -0.0259244; 7.5754356; 5.5205979
