start_layer,start_idx,end_layer,end_idx,coeffs_x,coeffs_y,kappa,points_x,points_y,raceline
0,4,1,5,142.033 12.0101 -1.62562 1.07909,-132.79 -8.99508 -2.04205 1.35517,-0.0231748 -0.0207687 -0.0183413 -0.015903 -0.0134617 -0.0110222 -0.00858725 -0.00615785 -0.00373343 -0.00131246 0.0011072 0.00352792 0.00595186 0.00838064 0.0108149 0.0132538 0.0156948 0.0181331 0.0205615 0.0229693 0,142.033 -132.79 142.661 -133.269 143.281 -133.758 143.893 -134.256 144.5 -134.762 145.101 -135.274 145.698 -135.792 146.291 -136.314 146.883 -136.839 147.472 -137.365 148.061 -137.893 148.651 -138.419 149.242 -138.945 149.835 -139.467 150.432 -139.985 151.033 -140.498 151.639 -141.004 152.251 -141.503 152.87 -141.992 153.497 -142.472,0
0,4,1,6,142.033 12.0736 -3.42808 2.27848,-132.79 -9.0426 -4.05132 2.69168,-0.0465649 -0.0418635 -0.0369864 -0.0320207 -0.02703 -0.0220553 -0.0171189 -0.0122278 -0.00737713 -0.00255425 0.00225833 0.00707971 0.0119276 0.016815 0.0217472 0.0267183 0.0317069 0.0366733 0.0415555 0.0462677 0,142.033 -132.79 142.66 -133.277 143.269 -133.784 143.863 -134.308 144.444 -134.848 145.015 -135.401 145.576 -135.965 146.13 -136.537 146.679 -137.115 147.225 -137.697 147.77 -138.279 148.316 -138.861 148.865 -139.439 149.419 -140.012 149.98 -140.576 150.55 -141.13 151.13 -141.671 151.724 -142.196 152.332 -142.704 152.957 -143.193,0
0,5,1,3,141.495 12.0728 3.02221 -2.01351,-133.511 -9.05147 4.58811 -3.05701,0.0481715 0.0433049 0.0382447 0.0330876 0.0279037 0.0227385 0.0176164 0.0125445 0.00751747 0.00252077 -0.00246513 -0.00746153 -0.012488 -0.0175591 -0.0226804 -0.0278449 -0.0330283 -0.0381856 -0.0432469 -0.0481156 0,141.495 -133.511 142.138 -133.975 142.797 -134.417 143.468 -134.838 144.152 -135.242 144.844 -135.631 145.545 -136.008 146.252 -136.376 146.963 -136.737 147.678 -137.094 148.392 -137.45 149.106 -137.807 149.818 -138.168 150.525 -138.536 151.226 -138.913 151.919 -139.302 152.602 -139.706 153.274 -140.127 153.933 -140.568 154.576 -141.032,0
0,5,1,4,141.495 12.007 1.60738 -1.07251,-133.511 -9.00215 2.2882 -1.5267,0.0248216 0.0222335 0.0196194 0.0169924 0.0143618 0.0117337 0.00911146 0.00649603 0.0038867 0.00128151 -0.00132223 -0.00392748 -0.00653692 -0.00915249 -0.0117749 -0.0144031 -0.0170338 -0.0196608 -0.0222747 -0.0248624 0,141.495 -133.511 142.131 -133.979 142.775 -134.435 143.426 -134.882 144.084 -135.319 144.746 -135.75 145.413 -136.174 146.083 -136.594 146.755 -137.01 147.429 -137.424 148.103 -137.838 148.777 -138.252 149.449 -138.669 150.119 -139.089 150.786 -139.513 151.448 -139.943 152.105 -140.381 152.756 -140.828 153.4 -141.284 154.037 -141.752,0
0,5,1,5,141.495 11.9842 0.063553 -0.0455055,-133.511 -8.98505 0.0849043 -0.0607822,0.000945437 0.000838563 0.000731688 0.000624812 0.000517936 0.000411061 0.000304186 0.000197311 9.04367e-05 -1.64374e-05 -0.000123312 -0.000230186 -0.000337061 -0.000443936 -0.000550812 -0.000657689 -0.000764565 -0.00087144 -0.000978315 -0.00108519 0,141.495 -133.511 142.126 -133.984 142.757 -134.456 143.388 -134.928 144.02 -135.4 144.652 -135.871 145.284 -136.342 145.916 -136.813 146.549 -137.284 147.181 -137.755 147.813 -138.226 148.445 -138.697 149.078 -139.168 149.71 -139.639 150.341 -140.11 150.973 -140.582 151.605 -141.054 152.236 -141.526 152.866 -141.999 153.497 -142.472,0
0,5,1,6,141.495 12.0046 -1.60991 1.06791,-133.511 -9.00036 -2.02112 1.34027,-0.0229465 -0.0205656 -0.0181638 -0.0157516 -0.0133363 -0.0109227 -0.00851364 -0.0061099 -0.00371099 -0.00131543 0.00107884 0.0034741 0.00587248 0.00827552 0.0106838 0.0130967 0.0155116 0.017924 0.0203267 0.0227097 0,141.495 -133.511 142.122 -133.99 142.742 -134.48 143.354 -134.978 143.961 -135.483 144.562 -135.995 145.159 -136.513 145.752 -137.035 146.344 -137.559 146.933 -138.086 147.523 -138.613 148.112 -139.139 148.703 -139.664 149.297 -140.186 149.893 -140.704 150.494 -141.217 151.1 -141.723 151.712 -142.222 152.331 -142.712 152.957 -143.193,0
0,5,1,7,141.495 12.068 -3.4123 2.26724,-133.511 -9.04792 -4.03027 2.6767,-0.0463428 -0.0416641 -0.0368121 -0.0318727 -0.0269085 -0.02196 -0.0170492 -0.0121829 -0.00735657 -0.00255764 0.00223107 0.00702836 0.0118516 0.0167138 0.0216202 0.0265647 0.0315267 0.0364668 0.0413243 0.0460148 0,141.495 -133.511 142.121 -133.998 142.73 -134.505 143.324 -135.03 143.905 -135.57 144.476 -136.123 145.037 -136.686 145.591 -137.258 146.14 -137.836 146.686 -138.417 147.232 -139 147.778 -139.581 148.327 -140.159 148.881 -140.731 149.441 -141.296 150.011 -141.849 150.591 -142.39 151.185 -142.916 151.793 -143.424 152.418 -143.913,0
0,6,1,4,140.956 12.0672 3.03798 -2.02473,-134.232 -9.05679 4.60918 -3.072,0.0484092 0.0435186 0.0384315 0.0332463 0.0280341 0.022841 0.0176916 0.0125933 0.00754035 0.00251821 -0.00249305 -0.00751505 -0.0125677 -0.0176657 -0.0228147 -0.0280075 -0.0332195 -0.0384048 -0.0434923 -0.0483839 0,140.956 -134.232 141.599 -134.697 142.258 -135.138 142.929 -135.56 143.612 -135.963 144.305 -136.353 145.006 -136.73 145.713 -137.097 146.424 -137.458 147.139 -137.815 147.854 -138.17 148.568 -138.527 149.279 -138.888 149.986 -139.255 150.687 -139.632 151.38 -140.021 152.063 -140.425 152.735 -140.846 153.393 -141.288 154.037 -141.752,0
0,6,1,5,140.956 12.0015 1.62308 -1.08368,-134.232 -9.00743 2.30913 -1.5416,0.0250579 0.0224439 0.0198032 0.0171493 0.0144917 0.0118368 0.00918788 0.00654598 0.00391035 0.00127897 -0.00135094 -0.00398243 -0.00661825 -0.00926041 -0.0119096 -0.0145648 -0.0172225 -0.0198764 -0.0225167 -0.0251299 0,140.956 -134.232 141.592 -134.7 142.236 -135.157 142.887 -135.603 143.545 -136.041 144.207 -136.471 144.874 -136.895 145.544 -137.315 146.216 -137.731 146.89 -138.145 147.564 -138.558 148.238 -138.972 148.91 -139.389 149.58 -139.808 150.247 -140.232 150.909 -140.663 151.566 -141.101 152.217 -141.547 152.861 -142.004 153.497 -142.472,0
0,6,1,6,140.956 11.9787 0.0792376 -0.0566726,-134.232 -8.99031 0.105792 -0.0756475,0.00117849 0.00104543 0.000912357 0.000779288 0.000646219 0.000513151 0.000380084 0.000247017 0.000113951 -1.91148e-05 -0.000152181 -0.000285247 -0.000418314 -0.000551382 -0.000684452 -0.000817521 -0.000950591 -0.00108366 -0.00121673 -0.00134979 0,140.956 -134.232 141.587 -134.705 142.218 -135.178 142.849 -135.65 143.481 -136.121 144.113 -136.592 144.745 -137.063 145.377 -137.534 146.01 -138.005 146.642 -138.475 147.274 -138.946 147.907 -139.417 148.539 -139.887 149.171 -140.358 149.803 -140.83 150.434 -141.301 151.066 -141.773 151.697 -142.246 152.327 -142.719 152.957 -143.193,0
